,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
23,-0.21313652,0.007992294,-0.3019362,-3.0090244,-0.72594595,2.2138221,0.8923536,1.0577954,-3.9163613,3.0665672,0.20793562,1.6590785,0.88051105,0.22848609,-2.3491209,-2.3901477,2.6337097,-1.6541193,-4.7120433,-0.7257802,1.0580175,-1.7937653,-1.8778111,0.8376569,2.7941954,1.9798825,-0.9654258,0.7170285,-1.7107949,-4.6300178
24,2.7863348,-1.3558927,-1.1725827,-3.0991538,-0.6566565,2.9118764,0.27753353,1.5752457,-0.4202788,1.5405091,4.562422,5.366368,1.4303944,0.70190585,-1.695588,-3.1103568,0.7823282,-1.6026601,-0.31400073,-0.8511803,0.06657697,-6.7367134,-0.58490455,2.292689,2.305194,2.7843149,-4.1299014,0.9592265,-3.320254,-2.7314954
25,0.46885556,0.17851768,-0.122879274,-0.19353884,-0.005658256,0.17108291,0.16915706,-0.20533843,-0.07826419,-0.20590305,0.32580855,0.3232162,0.061477654,-0.5541935,-0.1849853,-0.082802966,-0.21519046,0.10496905,0.11166574,0.1708911,-0.24090463,-0.17763025,-0.3814778,0.25989679,0.31559658,0.29854158,-0.08555605,-0.024716347,-0.1932562,-0.27195475
26,1.4061058,0.47877744,-0.21713501,-0.22014071,-0.095891476,1.293088,0.5781014,-0.00847342,-1.0056341,-0.5233109,1.5304241,0.22657788,-0.082599595,-1.0997934,-0.7932554,-0.7289528,0.59320074,0.47726002,-0.6760603,0.73434377,-0.5336907,0.1281333,-0.6051764,0.33475384,0.4778438,0.8415342,-1.0803088,-0.21324892,-0.09863464,-1.0090493
27,1.1684583,-1.7167313,0.8563665,-1.706868,-1.5094675,2.152828,-0.012381785,-0.59686697,-3.0112364,0.21820873,1.5774407,1.5394068,-1.1472687,0.08468162,0.15912458,-2.2563431,0.70876366,-1.5273966,-2.3411942,-1.1339114,1.2476883,-0.14119865,-2.8458836,2.7639568,0.32344234,1.1134316,-1.3835132,-0.4073321,-1.8787268,-4.218034
28,3.5982227,4.153843,-4.38022,1.2570271,3.6132097,6.095217,4.383769,1.9946282,-5.1256833,-1.8142103,-1.8277774,-7.368832,-1.1521499,-6.5343227,-5.039355,5.9595814,1.8778516,-4.3821855,3.388604,4.2415648,4.1188054,1.8171456,-5.870635,8.863969,1.2905067,3.0345385,-2.4227793,-5.3925543,-0.36021712,-3.4674513
29,-3.4868822,-5.763838,-2.171965,1.7374316,4.372954,8.3762,1.0197532,7.87266,-3.6647644,-1.6037278,1.1415513,1.8937103,2.2131143,1.6948162,1.1422567,3.0485947,0.8538202,-8.229793,-4.845703,2.7400222,-2.7038596,2.7674632,-3.7979453,6.671305,3.5975916,-4.421844,-5.022973,5.8968973,-3.574981,-12.34431
30,3.336533,-0.2632407,-6.5595245,-2.1804338,-2.606881,3.6884425,1.5330828,-0.8057331,-5.215508,-2.5158074,-1.7413865,5.9513984,-6.6407757,1.7022605,2.672997,-9.061231,3.1097527,-3.4967315,-1.3469094,-2.8115358,6.230651,0.36558795,3.692289,4.123132,7.605027,1.1513435,-1.9688631,-0.6939269,-0.6495374,-6.127143
31,3.1810613,4.8850365,2.9172432,6.4024963,-3.3999414,6.729441,1.9790909,-4.922054,0.22645395,-8.0702095,3.7461655,1.8058953,-4.364755,2.8785892,-5.036151,-0.609113,-1.0276464,0.21130168,2.230199,2.1621504,-0.22923483,0.89984626,-8.511996,1.1795796,-0.4220375,-0.18134013,-3.7019475,3.46637,-0.9504751,-6.2618966
32,1.1908734,-0.07193917,0.48664197,-0.43360952,-0.48119536,1.610836,0.63929856,-0.09081352,-1.6248335,0.2127595,1.9833745,0.920292,0.12546003,-0.64960766,-0.78451735,-1.2154044,-0.006980534,0.22597763,-0.8914808,0.41268045,-0.17316632,-0.34541726,0.07613437,0.9506942,0.30859706,1.0968751,-1.0744554,-0.6842037,-0.25431907,-1.1870657
33,4.486992,-0.42423218,4.79387,-0.48346347,0.27873182,5.9414635,-3.8475797,1.9227991,-4.1410923,-6.1968284,1.4072281,-3.7261274,2.4834774,-6.950992,-3.868898,1.7864535,7.067155,1.7732036,2.6950388,2.02943,-2.2749186,2.3883693,-1.8769156,1.3223486,1.7600597,-0.6835058,-1.9852921,4.4444795,1.0453814,-0.88126403
34,-0.44559246,-1.2717582,-2.3156943,-1.4009877,-1.2733929,2.3310483,-0.25952643,-0.78444064,-3.0561128,1.0225222,0.3322318,1.971442,-0.40454763,1.0891385,-1.7515138,-2.737897,2.3376226,-4.1787944,-3.532198,0.45353246,2.0890975,-0.893219,-1.7436818,2.8116987,3.6410553,-0.39541733,0.9468217,-1.5604161,-0.6383078,-3.6897218
35,1.6665702,0.47661474,-0.7643235,-0.5972317,-0.29851478,1.2565372,0.5117491,-0.5876009,-1.4945656,0.26405776,1.2353175,0.4596776,0.5297821,-1.1468692,-0.58038616,-1.3386501,0.39734682,0.14764379,-1.2923704,0.7615194,-0.74205226,-0.0525528,-0.38605696,0.64208394,1.4080951,0.93724287,-1.1535935,-0.025720974,0.010402137,-0.8979745
36,0.24328302,1.0656346,-0.31315264,-1.0268769,-1.201071,2.082482,1.0472476,1.1554222,-2.40601,1.4386225,4.3882723,1.9260689,0.5373699,-1.5636448,-0.349301,-1.8738182,-1.1394027,0.5779668,-1.7777603,0.98318166,-1.1290915,-0.69990784,1.2477847,-0.1382364,1.0507492,1.7832168,-2.9511082,-0.68835926,-0.34740236,-2.650101
37,0.8435812,0.284453,-0.78514785,-0.4158287,-0.2120761,0.79031706,0.65198797,-0.2741019,-0.5937198,0.10832251,0.68520147,0.3944906,0.09843484,-0.558634,-0.6250461,-0.8610374,0.4871004,0.27328676,-0.88991994,0.61759067,-0.6002766,0.2443149,-0.16975008,0.105339706,1.0927516,0.2990335,-0.6720101,-0.22769798,-0.03663478,-0.99669635
38,-0.9867871,1.594929,2.329413,1.0890824,0.7872812,5.1534457,0.7427831,3.1532035,-4.802051,-0.04326096,10.392446,4.33531,-2.6269064,-11.089368,-3.955776,-1.4742174,-6.234075,-5.108345,0.8139069,-0.06312191,-5.501893,2.5935109,-1.0879548,-2.2359123,1.5635614,3.4684064,-3.8375273,6.2076273,-0.11748151,-2.3139732
39,1.226933,-0.43055367,0.033996895,-0.9523344,-0.23253696,1.5084294,0.5967604,0.14748348,-1.4377381,0.19961447,1.4062713,1.1083724,0.63784826,-1.1544611,-0.2672716,-0.54208153,-0.6802253,0.6451249,-0.4546404,0.7138207,-0.95105296,-0.660921,-0.42779112,1.0563517,0.97944057,0.85764974,-1.6581129,-0.5328977,-1.1200523,-1.8928192
40,0.55180913,-0.14142063,0.6081801,-0.76036453,-1.1557871,1.4855187,1.0720862,-0.15853976,-2.877984,-0.6100928,0.65211517,0.108875856,-0.44116348,0.6554845,-0.801056,-1.0900277,1.3205503,-1.0572226,-2.4239993,-0.17029683,0.62257427,-0.5794221,-2.141436,1.6414998,0.84633523,1.4752313,-1.6763138,-0.258535,-1.5887848,-3.3760884
41,2.585764,-2.2373686,-0.12765726,1.9554445,-0.32011527,7.525569,4.070327,-1.3883365,-0.48673728,0.6198088,2.7434664,-4.20072,-2.555491,2.5562983,-3.8371654,-7.0653462,3.4548643,-1.9630746,-3.7660072,-0.35853633,-1.6573275,6.061852,-2.6458895,1.677851,-2.72273,-0.78598756,0.8842568,-1.7131023,-1.8647363,-4.3378367
42,1.0954614,-0.011427127,-0.7149506,-0.82042164,-0.85179186,1.2719822,0.1693986,-0.6203463,-1.5544271,0.23437917,0.28758007,1.3378723,-0.50635964,-0.13181387,0.17780064,-1.4617583,-0.0029320114,-0.040421296,-1.0317519,-0.3566843,0.93634105,-0.086707875,-0.23985294,0.5939975,1.2839761,0.74338555,-0.8179581,-0.6877534,-0.31793764,-1.6729977
43,1.427263,-0.13348147,0.26299268,-0.5054038,-0.42572492,1.4574878,0.3423545,0.18152593,-1.1954783,-0.8582195,1.4159366,-0.4655634,-0.31965172,-1.5358784,-0.49069723,-0.031540442,-0.18606664,0.3749425,-0.42215237,0.51357216,-0.5729578,0.46162102,-0.72937876,0.37938136,1.1519378,0.77205503,-1.3145638,-0.2288196,-0.25068805,-1.502204
44,0.8369516,-0.15151986,0.4423398,0.22339451,0.24961679,1.6787362,-0.1371233,0.06700878,-1.2073233,-0.9765872,1.7171905,0.20339131,0.33746985,-0.9107605,-0.30997014,-0.048183613,0.41243675,-0.054903183,-0.1859143,0.5206292,-0.25951928,-0.17608963,-0.95560616,1.0714203,0.11334583,0.56632656,-1.2002515,0.10116329,-0.15485612,-1.1036186
45,3.9816666,-1.0652946,-2.1652153,-1.7022277,-1.5909938,-1.861882,-2.501102,-4.6621013,-1.9579536,3.3052745,1.5483007,-0.83205867,1.6322361,-2.613984,-0.3155382,-5.278229,1.2818044,0.4730641,-4.7743754,1.2099679,-0.9434973,-1.3821517,-1.7011502,2.3299878,0.896516,3.4564567,-3.280503,2.329275,-2.4343638,-1.1800133
46,0.8055758,0.81062096,-0.347463,0.5132538,0.034963377,0.8055941,0.23511438,0.6397076,0.6557538,-1.3120466,0.012548881,-0.36238086,-0.5002703,-0.08640261,-0.9159964,-0.37494412,1.6333638,-0.70290667,-0.7811232,0.84147227,-0.7003237,1.1607647,-0.6028654,-0.45454735,0.3150318,0.965335,-0.72078687,0.7684485,0.5886899,-0.8853346
47,4.340387,-0.17442416,2.0476394,1.8658315,1.3311526,0.7738529,-1.5427839,-1.9713422,-7.330398,-9.338032,4.095528,0.3861628,1.8820809,-4.418022,-1.234869,3.3522975,2.56679,0.3771853,2.9024744,4.4674277,-2.3487546,0.08738446,0.52136034,3.6253607,2.2994232,3.1049979,-3.0940552,0.17914367,0.4443804,-0.32954502
48,0.66040784,0.16720928,-0.11849064,-0.15594144,-0.15320787,0.5919178,0.4414923,-0.14550568,-0.55812216,0.27926573,0.3854375,0.08983826,0.056825954,-0.29168758,-0.51535386,-0.46392545,0.190581,0.012642866,-0.5174218,0.2163885,-0.20072311,0.14269087,-0.09733743,0.19915959,0.28879246,0.13893853,-0.33882433,-0.10758409,-0.0039857873,-0.4504678
49,7.591454,2.2263212,0.059866007,1.7968543,0.6345772,7.917122,-2.1256223,-0.55973667,4.517279,-9.62304,-0.34320775,-3.1785045,-1.0786245,-2.9757645,-4.6636486,2.5344205,4.8448067,-0.5361011,-0.52766615,6.332735,-5.274846,4.8060575,-0.725737,-4.0720315,0.89172226,2.1164165,-2.1171453,3.4808404,0.09484385,-5.604717
50,0.57248527,-1.1992291,-1.1088208,-2.1468928,0.08178913,0.046019424,-1.6025783,-1.9838045,-3.0484326,2.122702,1.3425379,1.1912259,1.715019,-4.019889,-0.09417598,-3.4330318,-1.3535043,-0.055872086,-1.1417516,0.27711597,-2.2692652,-0.558298,-1.3725936,1.7026907,1.7735826,0.23953637,-0.8440531,0.24740684,-2.4267688,-1.1568884
51,1.2543344,-2.0509727,0.65795964,-2.5767562,0.034780286,0.51852447,0.4056777,-3.5884528,-3.6966152,1.3663404,1.8917009,3.1579225,-1.4427848,-0.13573807,-1.226511,-1.6472528,0.9633309,-2.1911564,-0.58674693,1.7583303,-1.9253048,-2.1484637,-0.991116,2.4663513,1.8084033,1.7317678,-0.99672335,-1.1666553,1.0009245,-2.296839
52,-0.3236277,7.9609566,-0.697234,7.425299,-2.2991261,15.353245,0.11657004,0.8623236,-3.861704,-4.265721,6.357767,3.907848,6.1107955,5.068592,-1.9851474,-11.540997,14.718844,-11.807928,-9.506344,1.1106888,1.1585478,4.5302024,0.8438731,0.85248077,-5.243597,-0.24730006,-0.23079184,-2.021551,7.6052933,-0.6443067
53,2.0921123,-0.06629435,-1.2254405,-0.8051459,-0.18189391,0.75034505,-0.11967401,-1.9324453,-1.3615439,0.8459506,1.0647815,-0.1654701,0.87279445,-1.7963246,-0.30998886,-1.4582413,0.15137917,-0.25549212,-1.3552855,0.38743123,-0.8270805,0.05153743,-0.81983966,0.781535,1.370654,0.880712,-1.4730167,0.08683465,-0.7751075,-0.6040397
54,-0.80394584,2.657456,1.6757836,-1.6884984,1.2472471,-0.2995923,0.44835147,-0.80114186,-5.357965,-0.18376233,8.446029,2.6251447,1.1842674,-1.3294067,1.5672433,-1.099544,-2.0334074,3.9522917,-2.244775,5.76525,-0.98755604,-7.3517375,-0.9368612,0.87174714,3.16195,2.2132716,0.45255005,-0.28700754,2.777579,-5.5157
55,2.3496413,0.98763543,0.46776757,1.4037029,0.011274344,1.2051966,-0.16938916,-0.85387224,-0.5349138,-3.6094446,2.2455497,0.061529994,-0.4446007,-1.7046734,-0.94875664,0.3158778,1.7385836,0.95941544,1.3515147,1.6940757,-1.0859686,-0.18611546,-2.7371402,0.54336953,0.8258437,1.5839784,-1.2508596,1.2017992,0.9521319,-1.3316652
56,2.0587215,-2.0064964,-1.9900041,-0.567391,-0.8785339,1.5039266,-0.570954,-2.8089788,-2.1065834,2.289351,2.4338837,3.106626,1.698644,-0.3206508,0.09262814,-2.396864,-0.32721728,-0.39374816,-1.4275228,1.2591918,-1.1786755,-1.7212301,-1.3962605,1.364795,1.9605017,-0.2973132,-0.6385157,-0.49740794,-1.2662657,-1.5333419
57,0.512637,0.28053567,-0.18749554,-0.1058648,-0.2288233,0.28281546,0.32970357,-0.078430355,-0.38540405,-0.08786221,0.45125893,-0.006247216,-0.28473574,-0.21477175,-0.43221372,-0.30654177,-0.08036867,0.1439689,-0.46575093,0.1794801,-0.09040521,0.26719314,-0.20981193,0.064404465,0.40507305,0.19191039,-0.5165881,-0.057634495,0.07930251,-0.5852861
58,7.189769,0.08660108,-4.7087393,-4.141858,-2.803202,11.336021,-5.486744,-0.26860192,5.199229,-6.5817285,8.200648,-3.7767391,-2.0984216,-6.819318,-0.7474637,2.4094129,-1.0762331,5.29277,-1.8459003,-0.35197636,-0.92273587,6.050066,-4.7015505,-5.786247,9.837252,-0.7151085,-3.85365,-3.8117611,0.0745648,-6.8077335
59,1.491405,-0.23974612,-1.0326351,-0.6264048,-0.01582113,0.9473969,0.19591744,-0.8790636,-1.0608126,0.61698264,1.4148365,1.4020072,0.82327795,-0.5190403,-0.121033326,-1.7503748,0.62925357,0.12650934,-0.8316641,0.30914152,-0.46158445,-0.17779799,-0.27368075,1.367607,0.9253512,0.74739015,-0.6434511,-0.5705458,0.1785459,-0.5049851
60,0.92695355,-1.6973394,3.3196242,-2.3170218,-0.91430134,5.0030665,1.7978709,1.6343687,-3.576008,-0.76712286,3.0771184,0.9443841,1.1273804,-3.949814,-1.9621018,0.0161321,0.80282,-0.44876397,1.3081548,-1.9756862,0.627837,1.3972819,-2.9272125,3.6231954,-0.7249701,-0.06886066,-1.4944428,-1.9620566,-4.405379,-3.1370502
61,2.1956382,-2.2000864,0.20707163,1.786893,0.45799905,6.1485987,1.2267889,-0.40516996,-0.44975236,-0.4402467,2.2296996,-2.926618,-1.0209547,0.5376015,-1.971282,-3.792259,1.9341258,-1.6030239,-1.9707824,0.17766835,-1.1258587,4.291059,-2.2507577,1.4507498,-2.1092868,-1.4086636,0.15758553,-0.5710261,-1.6703739,-2.9219596
62,4.5624127,-2.9522743,-2.2788725,0.41985402,-0.12331922,1.4286128,-0.9333015,-3.2865133,-4.9752,5.6224937,2.7951963,0.47795177,2.1496513,-0.2533821,-0.56420475,-4.4294314,0.27073047,-0.8063736,-5.0448275,0.82475233,0.053767674,-0.91295254,-2.0860548,1.8733213,0.7451233,0.39716962,-2.366625,1.5458446,-1.3743247,0.14634575
63,1.6090277,0.3833112,-0.54703975,-0.8300462,-0.15795879,1.0630764,0.34005046,-0.8152848,-1.6075778,0.6417962,0.8003597,0.10033139,0.6726767,-0.67665875,-0.8247848,-1.2288147,0.5123815,0.39036283,-1.3776298,-0.16542597,-0.29571646,-0.22607715,-0.27720553,0.37688732,0.74470145,1.2199159,-1.1242518,-0.11541681,-0.50218725,-0.98934287
64,3.510094,-0.9748598,0.83224744,-0.5327725,-0.39883164,5.3010964,-0.29410675,0.81115985,0.37434298,0.06037849,2.5437808,-2.0775008,-1.0843964,-0.16690668,-1.3133284,-2.1593273,-1.0781149,2.0847368,-2.1192842,0.9613313,-0.5256171,2.7058368,-1.7801397,0.0062392484,-1.2653166,0.31102082,-1.9846325,-0.57522565,-2.4067254,-2.7180696
65,0.10160033,-0.85838574,-1.5232707,-1.6220909,0.1306642,-0.54754525,0.8123092,-1.1287954,-3.380708,1.33172,1.4646913,3.531122,0.14890744,0.314857,-0.7609757,-2.1693952,1.4561416,-0.47219792,-2.667379,-0.121132486,0.24570225,-1.3018057,-0.47988176,2.0925453,2.3829882,2.376196,-1.5530703,0.23839581,0.16665429,-2.7230887
66,0.5242589,-0.12774035,-1.1026442,-0.5518414,-0.22514507,3.0366573,-0.37964058,-0.28227562,-1.0748239,0.23588824,0.99957454,1.2223371,1.3721331,0.554841,-0.6576762,-2.1762185,1.4781358,-1.7697865,-2.1403372,0.2456368,0.15664367,-0.96270645,-1.2445539,1.3608404,1.681187,0.21159261,0.31975308,-0.77667344,-0.6570878,-2.7333071
67,5.8355665,-4.3739123,-4.162507,0.98663044,-0.59645706,2.158406,-1.1808549,-4.6134706,-6.138508,6.9142246,4.512434,1.4206319,2.431991,-0.5151401,0.24756606,-5.7012544,-0.11436738,-0.32462192,-5.6918917,1.947618,0.02140285,-0.41094482,-2.8219612,2.684693,1.019554,-1.2249779,-1.9135644,1.6477256,-0.98309946,0.09378524
68,-0.39818817,-1.507969,1.0720477,4.081529,2.4359083,2.349259,0.3791405,-0.2648018,-5.2851534,-5.579383,4.0612187,-0.037207182,-0.7343144,0.09280436,0.5088778,-0.70854074,4.7617474,0.22363022,-0.2103626,2.0631058,1.4448805,-3.5659962,-4.5123525,1.7908734,-1.0208794,1.2704216,-2.5170453,2.4798493,-0.35854226,-3.4126565
69,1.3105787,0.1474079,-1.1191864,-0.090162374,0.40499946,0.9856717,0.872625,-0.4350862,-0.8838391,0.10726295,1.9066447,0.47374293,0.092482835,-0.96509856,-0.90374565,-1.4212121,1.0489746,0.1607953,-1.1150594,0.95064086,-0.88940346,0.17177549,-0.49042973,0.7003274,1.193528,0.9930043,-0.9249904,0.18933748,0.25333095,-1.2742639
70,1.3286722,-0.33879647,0.9738599,0.65310806,1.4199804,3.2478354,2.2497716,0.8110198,-1.3354514,-0.7083131,1.9765656,0.086515024,-0.33958715,-0.5332526,-2.6484263,0.5539497,0.7175969,-2.0933652,-0.5130101,1.3755882,-2.178644,0.5959551,-0.89489055,0.6782105,-0.09605742,1.1161896,0.16927308,-0.18627688,-0.4463552,-1.6169335
